Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,TotalCorners,TotalYellowCards,TotalGoals,BothTeamsScored,2ndHalfHomeGoals,2ndHalfAwayGoals,2ndHalfTotalGoals,HomeForm,AwayForm
SP1,2019-09-28,Granada,Leganes,1,0,H,1,0,H,11,15,4,6,8,3,19,12,3,4,0,0,11,7,1,0,0,0,0,10,2
SP1,2019-09-28,Ath Madrid,Real Madrid,0,0,D,0,0,D,7,14,1,3,5,7,14,14,1,2,0,0,12,3,0,0,0,0,0,10,11
SP1,2019-09-29,Espanol,Valladolid,0,2,A,0,1,A,16,9,2,6,4,3,16,13,2,0,1,0,7,2,2,0,0,1,1,5,3
SP1,2019-09-29,Eibar,Celta,2,0,H,0,0,D,7,3,3,2,6,5,17,15,3,1,0,0,11,4,2,0,2,0,2,5,6
SP1,2019-09-29,Alaves,Mallorca,2,0,H,0,0,D,11,5,6,1,4,1,16,14,2,3,0,0,5,5,2,0,2,0,2,2,1
SP1,2019-09-29,Levante,Osasuna,1,1,D,1,0,H,10,18,5,3,7,11,12,12,6,0,1,0,18,6,2,1,0,1,1,7,4
SP1,2019-09-29,Sevilla,Sociedad,3,2,H,1,1,D,21,5,8,2,7,0,9,8,1,1,0,0,7,2,5,1,2,1,3,7,12
SP1,2019-10-04,Betis,Eibar,1,1,D,0,1,A,12,8,3,2,4,9,7,20,3,6,0,1,13,9,2,1,1,0,1,8,7
SP1,2019-10-05,Leganes,Levante,1,2,A,0,1,A,25,9,10,2,9,4,10,7,3,5,0,0,13,8,3,1,1,1,2,2,5
SP1,2019-10-05,Real Madrid,Granada,4,2,H,2,0,H,17,8,10,5,6,2,12,18,4,5,0,0,8,9,6,1,2,2,4,11,13
SP1,2019-10-05,Valencia,Alaves,2,1,H,1,0,H,11,10,3,4,4,7,7,16,1,3,0,0,11,4,3,1,1,1,2,8,4
SP1,2019-10-05,Osasuna,Villarreal,2,1,H,0,1,A,16,16,4,5,8,9,9,15,2,2,0,0,17,4,3,1,2,0,2,4,10
SP1,2019-10-06,Mallorca,Espanol,2,0,H,1,0,H,9,11,3,3,2,4,11,11,1,3,0,0,6,4,2,0,1,0,1,1,4
SP1,2019-10-06,Celta,Ath Bilbao,1,0,H,0,0,D,13,6,2,2,6,4,8,20,0,5,0,0,10,5,1,0,1,0,1,3,8
SP1,2019-10-06,Valladolid,Ath Madrid,0,0,D,0,0,D,5,9,1,1,3,4,15,14,6,4,0,0,7,10,0,0,0,0,0,5,8
SP1,2019-10-06,Sociedad,Getafe,1,2,A,1,0,H,6,13,3,4,3,8,20,15,2,4,1,0,11,6,3,1,0,2,2,9,6
SP1,2019-10-06,Barcelona,Sevilla,4,0,H,3,0,H,15,16,8,4,7,10,10,12,5,3,2,0,17,8,4,0,1,0,1,10,7
SP1,2019-10-18,Granada,Osasuna,1,0,H,1,0,H,6,9,2,4,2,7,12,17,2,8,0,1,9,10,1,0,0,0,0,10,6
SP1,2019-10-19,Eibar,Barcelona,0,3,A,0,1,A,5,9,0,4,2,2,16,14,5,0,0,0,4,5,3,0,0,2,2,8,12
SP1,2019-10-19,Ath Madrid,Valencia,1,1,D,1,0,H,15,11,4,3,2,4,18,12,2,1,0,1,6,3,2,1,0,1,1,6,8
SP1,2019-10-19,Getafe,Leganes,2,0,H,0,0,D,5,7,2,3,2,3,17,19,1,4,0,0,5,5,2,0,2,0,2,8,2
SP1,2019-10-19,Mallorca,Real Madrid,1,0,H,1,0,H,5,13,1,4,4,4,20,14,2,2,0,1,8,4,1,0,0,0,0,4,13
SP1,2019-10-20,Alaves,Celta,2,0,H,0,0,D,12,14,5,2,4,6,20,5,5,1,0,0,10,6,2,0,2,0,2,3,5
SP1,2019-10-20,Sociedad,Betis,3,1,H,2,1,H,18,12,6,5,11,2,23,12,4,2,0,0,13,6,4,1,1,0,1,9,6
SP1,2019-10-20,Espanol,Villarreal,0,1,A,0,1,A,18,11,3,5,7,3,11,14,2,1,0,0,10,3,1,0,0,0,0,4,9
SP1,2019-10-20,Ath Bilbao,Valladolid,1,1,D,1,0,H,19,9,7,3,3,4,12,9,2,3,0,0,7,5,2,1,0,1,1,5,6
SP1,2019-10-20,Sevilla,Levante,1,0,H,0,0,D,19,12,5,5,9,1,10,11,2,2,0,0,10,4,1,0,1,0,1,6,5
SP1,2019-10-25,Villarreal,Alaves,4,1,H,1,0,H,19,12,8,3,5,4,12,13,2,2,0,0,9,4,5,1,3,1,4,9,6
SP1,2019-10-26,Leganes,Mallorca,1,0,H,1,0,H,9,9,3,1,4,5,19,13,4,1,0,0,9,5,1,0,0,0,0,2,6
SP1,2019-10-26,Valladolid,Eibar,2,0,H,2,0,H,8,13,4,3,4,3,13,13,1,2,0,0,7,3,2,0,0,0,0,6,8
SP1,2019-10-26,Ath Madrid,Ath Bilbao,2,0,H,1,0,H,9,9,2,2,7,7,14,9,2,2,0,0,14,4,2,0,1,0,1,7,5
SP1,2019-10-27,Celta,Sociedad,0,1,A,0,0,D,9,9,1,4,3,7,20,12,5,2,1,0,10,7,1,0,0,1,1,5,9
SP1,2019-10-27,Granada,Betis,1,0,H,0,0,D,13,12,3,0,4,2,13,8,3,4,0,0,6,7,1,0,1,0,1,10,5
SP1,2019-10-27,Levante,Espanol,0,1,A,0,1,A,7,14,3,3,4,7,10,26,2,3,0,0,11,5,1,0,0,0,0,5,1
SP1,2019-10-27,Sevilla,Getafe,2,0,H,0,0,D,15,9,8,4,5,0,13,18,2,3,0,0,5,5,2,0,2,0,2,6,10
SP1,2019-10-27,Osasuna,Valencia,3,1,H,1,1,D,21,2,13,1,6,1,8,6,1,1,0,1,7,2,4,1,2,0,2,5,9
SP1,2019-10-29,Alaves,Ath Madrid,1,1,D,0,0,D,11,9,3,3,4,1,23,16,3,3,0,0,5,6,2,1,1,1,2,6,9
SP1,2019-10-29,Barcelona,Valladolid,5,1,H,3,1,H,18,9,9,1,6,3,9,14,0,3,0,0,9,3,6,1,2,0,2,12,9
SP1,2019-10-30,Sociedad,Levante,1,2,A,0,2,A,17,13,5,4,9,5,15,12,3,4,0,0,14,7,3,1,1,0,1,9,4
SP1,2019-10-30,Valencia,Sevilla,1,1,D,0,1,A,10,10,3,1,6,1,12,17,6,3,0,0,7,9,2,1,1,0,1,8,9
SP1,2019-10-30,Ath Bilbao,Espanol,3,0,H,2,0,H,7,12,5,5,2,5,13,20,0,1,0,0,7,1,3,0,1,0,1,2,4
SP1,2019-10-30,Betis,Celta,2,1,H,1,0,H,11,18,7,5,5,10,16,17,6,1,0,0,15,7,3,1,1,1,2,4,4
SP1,2019-10-30,Real Madrid,Leganes,5,0,H,3,0,H,22,5,11,3,8,3,12,12,1,5,0,0,11,6,5,0,2,0,2,10,4
SP1,2019-10-31,Eibar,Villarreal,2,1,H,0,0,D,25,9,8,2,8,3,11,12,0,3,0,0,11,3,3,1,2,1,3,7,9
SP1,2019-10-31,Mallorca,Osasuna,2,2,D,1,0,H,11,12,3,4,5,3,9,10,1,5,0,0,8,6,4,1,1,2,3,6,7
SP1,2019-10-31,Getafe,Granada,3,1,H,2,0,H,8,10,3,2,2,3,22,11,5,5,0,0,5,10,4,1,1,1,2,7,10
SP1,2019-11-02,Espanol,Valencia,1,2,A,1,0,H,13,11,4,4,5,5,20,14,0,1,0,0,10,1,3,1,0,2,2,3,8
SP1,2019-11-02,Levante,Barcelona,3,1,H,0,1,A,9,9,3,6,2,3,9,13,1,6,0,0,5,7,4,1,3,0,3,7,15
SP1,2019-11-02,Sevilla,Ath Madrid,1,1,D,1,0,H,11,14,4,5,6,3,13,16,4,3,0,0,9,7,2,1,0,1,1,10,7
SP1,2019-11-02,Real Madrid,Betis,0,0,D,0,0,D,22,13,7,3,9,4,11,17,2,4,0,0,13,6,0,0,0,0,0,10,4
