Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,TotalCorners,TotalYellowCards,TotalGoals,BothTeamsScored,2ndHalfHomeGoals,2ndHalfAwayGoals,2ndHalfTotalGoals,HomeForm,AwayForm,HomeH2HResults,AwayH2HResults,HomeH2HGD,AwayH2HGD
SP1,2023-10-28,Mallorca,Getafe,0,0,D,0,0,D,15,8,4,0,8,3,10,25,0,1,0,0,11,1,0,0,0,0,0,3,4,0,0,0,0
SP1,2023-10-28,Cadiz,Sevilla,2,2,D,2,1,H,10,20,5,10,2,4,17,12,6,4,0,0,6,10,4,1,0,1,1,2,6,0,0,0,0
SP1,2023-10-29,Betis,Osasuna,2,1,H,1,0,H,9,7,2,1,6,3,10,25,3,4,0,0,9,7,3,1,1,1,2,7,7,0,0,0,0
SP1,2023-10-29,Vallecano,Sociedad,2,2,D,1,1,D,16,15,7,3,4,5,17,16,3,2,0,0,9,5,4,1,1,1,2,7,12,0,0,0,0
SP1,2023-10-29,Ath Bilbao,Valencia,2,2,D,1,0,H,12,11,7,5,10,4,11,10,3,1,0,0,14,4,4,1,1,2,3,7,5,0,0,0,0
SP1,2023-10-29,Ath Madrid,Alaves,2,1,H,2,0,H,11,8,7,1,4,4,10,11,3,2,0,0,8,5,3,1,0,1,1,15,3,0,0,0,0
SP1,2023-10-30,Granada,Villarreal,2,3,A,2,3,A,18,6,8,5,4,1,14,15,0,4,0,0,5,4,5,1,0,0,0,3,3,0,0,0,0
SP1,2023-11-03,Las Palmas,Ath Madrid,2,1,H,0,0,D,9,13,3,5,3,4,12,9,0,3,0,0,7,3,3,1,2,1,3,9,15,0,0,0,0
SP1,2023-11-04,Osasuna,Girona,2,4,A,1,1,D,15,11,3,4,2,7,14,10,5,3,0,0,9,8,6,1,1,3,4,6,12,0,0,0,0
SP1,2023-11-04,Betis,Mallorca,2,0,H,1,0,H,22,8,3,1,6,1,13,16,1,4,0,1,7,5,2,0,1,0,1,9,4,0,0,0,0
SP1,2023-11-04,Celta,Sevilla,1,1,D,1,0,H,15,13,3,5,4,6,14,10,2,5,1,0,10,7,2,1,0,1,1,2,6,0,0,0,0
SP1,2023-11-04,Sociedad,Barcelona,0,1,A,0,0,D,13,12,6,4,8,3,16,8,3,3,0,0,11,6,1,0,0,1,1,10,8,0,0,0,0
SP1,2023-11-05,Alaves,Almeria,1,0,H,0,0,D,23,9,3,3,12,6,13,14,2,3,0,0,18,5,1,0,1,0,1,3,1,0,0,0,0
SP1,2023-11-05,Valencia,Granada,1,0,H,1,0,H,11,6,2,1,0,4,20,15,3,5,0,0,4,8,1,0,0,0,0,5,3,0,0,0,0
SP1,2023-11-05,Villarreal,Ath Bilbao,2,3,A,0,3,A,17,17,6,7,9,3,11,18,4,4,0,0,12,8,5,1,2,0,2,5,5,0,0,0,0
SP1,2023-11-05,Real Madrid,Vallecano,0,0,D,0,0,D,22,4,5,0,11,1,12,15,3,5,0,0,12,8,0,0,0,0,0,13,7,0,0,0,0
SP1,2023-11-06,Getafe,Cadiz,1,0,H,0,0,D,13,6,3,2,6,3,18,12,7,1,1,0,9,8,1,0,1,0,1,5,2,0,0,0,0
SP1,2023-11-10,Ath Bilbao,Celta,4,3,H,2,2,D,21,13,12,5,7,2,15,13,2,2,0,0,9,4,7,1,2,1,3,7,2,0,0,0,0
SP1,2023-11-11,Vallecano,Girona,1,2,A,1,1,D,22,19,9,7,8,3,15,13,1,2,0,0,11,3,3,1,0,1,1,7,12,0,0,0,0
SP1,2023-11-11,Almeria,Sociedad,1,3,A,0,0,D,7,18,2,6,5,5,18,19,2,2,0,0,10,4,4,1,1,3,4,1,7,0,0,0,0
SP1,2023-11-11,Granada,Getafe,1,1,D,1,1,D,12,10,6,6,3,5,14,9,4,2,0,0,8,6,2,1,0,0,0,2,7,0,0,0,0
SP1,2023-11-11,Osasuna,Las Palmas,1,1,D,0,0,D,11,6,3,1,8,3,25,10,1,1,0,0,11,2,2,1,1,1,2,6,12,0,0,0,0
SP1,2023-11-11,Real Madrid,Valencia,5,1,H,2,0,H,16,10,7,4,4,4,7,26,1,3,0,0,8,4,6,1,3,1,4,11,8,0,0,0,0
SP1,2023-11-12,Barcelona,Alaves,2,1,H,0,1,A,11,8,6,1,2,1,11,10,2,1,0,0,3,3,3,1,2,0,2,10,5,0,0,0,0
SP1,2023-11-12,Sevilla,Betis,1,1,D,0,0,D,13,14,4,6,9,5,18,14,1,1,0,0,14,2,2,1,1,1,2,4,11,0,0,0,0
SP1,2023-11-12,Ath Madrid,Villarreal,3,1,H,1,1,D,25,11,10,7,6,3,8,8,0,2,0,0,9,2,4,1,2,0,2,12,5,0,0,0,0
SP1,2023-11-24,Alaves,Granada,3,1,H,2,0,H,8,11,5,4,6,2,10,13,1,3,0,0,8,4,4,1,1,1,2,5,2,0,0,0,0
SP1,2023-11-25,Vallecano,Barcelona,1,1,D,1,0,H,10,15,4,4,1,4,23,13,3,4,0,0,5,7,2,1,0,1,1,6,10,0,0,0,0
SP1,2023-11-25,Valencia,Celta,0,0,D,0,0,D,8,13,0,1,5,7,13,7,3,2,0,0,12,5,0,0,0,0,0,8,2,0,0,0,0
SP1,2023-11-25,Getafe,Almeria,2,1,H,2,1,H,18,13,5,4,3,6,12,8,2,4,0,0,9,6,3,1,0,0,0,7,0,0,0,0,0
SP1,2023-11-25,Ath Madrid,Mallorca,1,0,H,0,0,D,20,8,3,1,7,3,8,19,0,0,0,0,10,0,1,0,1,0,1,12,3,0,0,0,0
SP1,2023-11-26,Villarreal,Osasuna,3,1,H,0,0,D,10,15,3,7,2,4,9,14,0,0,0,0,6,0,4,1,3,1,4,4,4,0,0,0,0
SP1,2023-11-26,Sociedad,Sevilla,2,1,H,2,0,H,11,8,8,2,4,4,22,8,2,1,0,2,8,3,3,1,0,1,1,7,5,0,0,0,0
SP1,2023-11-26,Cadiz,Real Madrid,0,3,A,0,1,A,13,14,4,5,4,4,16,16,3,3,0,0,8,6,3,0,0,2,2,1,11,0,0,0,0
SP1,2023-11-26,Betis,Las Palmas,1,0,H,1,0,H,12,15,6,4,7,6,7,12,1,2,0,0,13,3,1,0,0,0,0,9,10,0,0,0,0
SP1,2023-11-27,Girona,Ath Bilbao,1,1,D,0,0,D,12,13,2,6,2,6,8,16,1,1,0,0,8,2,2,1,1,1,2,15,10,0,0,0,0
SP1,2023-11-29,Mallorca,Cadiz,1,1,D,1,1,D,16,6,3,3,7,0,14,18,2,3,0,0,7,5,2,1,0,0,0,2,1,0,0,0,0
SP1,2023-12-01,Las Palmas,Getafe,2,0,H,1,0,H,11,12,6,4,4,4,11,9,0,5,0,1,8,5,2,0,1,0,1,7,9,0,0,0,0
SP1,2023-12-02,Girona,Valencia,2,1,H,0,0,D,9,9,5,3,3,2,6,7,2,3,0,0,5,5,3,1,2,1,3,13,8,0,0,0,0
SP1,2023-12-02,Ath Bilbao,Vallecano,4,0,H,1,0,H,9,11,4,3,7,2,15,11,1,2,0,0,9,3,4,0,3,0,3,8,6,0,0,0,0
SP1,2023-12-02,Real Madrid,Granada,2,0,H,1,0,H,11,1,4,0,6,0,10,12,2,1,0,0,6,3,2,0,1,0,1,11,1,0,0,0,0
SP1,2023-12-02,Osasuna,Sociedad,1,1,D,1,1,D,9,17,3,5,1,8,12,10,3,3,0,0,9,6,2,1,0,0,0,4,10,0,0,0,0
SP1,2023-12-03,Mallorca,Alaves,0,0,D,0,0,D,7,7,3,4,5,4,16,15,4,2,0,0,9,6,0,0,0,0,0,2,7,0,0,0,0
SP1,2023-12-03,Almeria,Betis,0,0,D,0,0,D,20,6,8,2,4,6,12,8,0,3,0,1,10,3,0,0,0,0,0,0,11,0,0,0,0
SP1,2023-12-03,Sevilla,Villarreal,1,1,D,0,0,D,18,5,4,4,8,4,6,16,3,2,0,0,12,5,2,1,1,1,2,4,7,0,0,0,0
SP1,2023-12-03,Barcelona,Ath Madrid,1,0,H,1,0,H,13,9,2,4,7,2,17,12,5,4,0,0,9,9,1,0,0,0,0,10,12,0,0,0,0
SP1,2023-12-04,Celta,Cadiz,1,1,D,0,1,A,26,2,7,1,12,1,14,18,1,6,0,1,13,7,2,1,1,0,1,2,2,0,0,0,0
SP1,2023-12-08,Getafe,Valencia,1,0,H,0,0,D,8,3,6,0,7,0,15,14,2,4,1,2,7,6,1,0,1,0,1,8,5,0,0,0,0
SP1,2023-12-09,Alaves,Las Palmas,0,1,A,0,1,A,19,9,5,2,12,3,13,13,3,4,0,0,15,7,1,0,0,0,0,7,10,0,0,0,0
SP1,2023-12-09,Betis,Real Madrid,1,1,D,0,0,D,14,12,6,2,8,6,14,7,2,1,0,0,14,3,2,1,1,1,2,11,13,0,0,0,0
SP1,2023-12-09,Villarreal,Sociedad,0,3,A,0,3,A,20,16,4,5,5,3,10,22,2,1,0,0,8,3,3,0,0,0,0,7,8,0,0,0,0
SP1,2023-12-09,Mallorca,Sevilla,1,0,H,1,0,H,6,19,3,5,4,12,15,6,2,2,0,0,16,4,1,0,0,0,0,3,4,0,0,0,0
SP1,2023-12-10,Ath Madrid,Almeria,2,1,H,2,0,H,13,19,4,5,3,15,13,11,1,0,0,0,18,1,3,1,0,1,1,9,1,0,0,0,0
SP1,2023-12-10,Cadiz,Osasuna,1,1,D,1,0,H,12,13,5,5,2,4,15,16,1,2,0,0,6,3,2,1,0,1,1,3,2,0,0,0,0
SP1,2023-12-10,Barcelona,Girona,2,4,A,1,2,A,31,15,11,7,8,3,7,10,1,2,0,0,11,3,6,1,1,2,3,10,13,0,0,0,0
SP1,2023-12-11,Granada,Ath Bilbao,1,1,D,0,1,A,7,19,4,4,1,8,9,11,0,2,0,0,9,2,2,1,1,0,1,1,11,0,0,0,0
SP1,2023-12-11,Vallecano,Celta,0,0,D,0,0,D,17,4,4,2,8,1,15,10,3,0,0,0,9,3,0,0,0,0,0,3,3,0,0,0,0
SP1,2023-12-15,Osasuna,Vallecano,1,0,H,0,0,D,10,9,4,3,9,1,20,13,2,3,0,0,10,5,1,0,1,0,1,3,3,0,0,0,0
SP1,2023-12-16,Celta,Granada,1,0,H,1,0,H,11,7,4,2,7,1,20,18,6,2,1,0,8,8,1,0,0,0,0,4,2,0,0,0,0
SP1,2023-12-16,Ath Bilbao,Ath Madrid,2,0,H,0,0,D,16,7,7,3,3,7,7,10,0,1,0,0,10,1,2,0,2,0,2,11,9,0,0,0,0
SP1,2023-12-16,Sevilla,Getafe,0,3,A,0,2,A,12,14,4,7,4,2,18,18,3,3,0,0,6,6,3,0,0,1,1,3,10,0,0,0,0
SP1,2023-12-16,Valencia,Barcelona,1,1,D,0,0,D,11,16,4,8,4,6,9,11,1,2,0,0,10,3,2,1,1,1,2,4,10,0,0,0,0
SP1,2023-12-17,Almeria,Mallorca,0,0,D,0,0,D,7,20,1,2,4,4,12,9,2,1,0,0,8,3,0,0,0,0,0,1,5,0,0,0,0
SP1,2023-12-17,Sociedad,Betis,0,0,D,0,0,D,12,12,4,3,3,7,12,12,3,4,0,0,10,7,0,0,0,0,0,10,9,0,0,0,0
SP1,2023-12-17,Las Palmas,Cadiz,1,1,D,1,0,H,7,13,2,5,4,6,9,12,1,3,0,0,10,4,2,1,0,1,1,10,3,0,0,0,0
SP1,2023-12-17,Real Madrid,Villarreal,4,1,H,2,0,H,22,3,9,1,11,0,14,12,2,3,0,0,11,5,5,1,2,1,3,11,4,0,0,0,0
SP1,2023-12-18,Girona,Alaves,3,0,H,2,0,H,9,12,4,2,3,2,9,7,0,1,0,0,5,1,3,0,1,0,1,13,7,0,0,0,0
SP1,2023-12-19,Vallecano,Valencia,0,1,A,0,0,D,7,8,1,3,8,1,16,18,1,5,0,1,9,6,1,0,0,1,1,2,2,0,0,0,0
SP1,2023-12-19,Ath Madrid,Getafe,3,3,D,1,0,H,8,29,4,9,1,12,7,14,3,3,1,0,13,6,6,1,2,3,5,9,10,0,0,0,0
SP1,2023-12-19,Granada,Sevilla,0,3,A,0,2,A,12,12,3,5,6,4,10,18,2,1,0,0,10,3,3,0,0,1,1,2,2,0,0,0,0
SP1,2023-12-20,Barcelona,Almeria,3,2,H,1,1,D,30,10,11,5,12,0,16,9,3,3,0,0,12,6,5,1,2,1,3,8,2,0,0,0,0
SP1,2023-12-20,Ath Bilbao,Las Palmas,1,0,H,0,0,D,19,5,10,1,5,2,12,11,1,3,0,0,7,4,1,0,1,0,1,11,8,0,0,0,0
SP1,2023-12-20,Villarreal,Celta,3,2,H,2,0,H,12,15,8,5,4,7,16,15,2,4,0,0,11,6,5,1,1,2,3,4,6,0,0,0,0
SP1,2023-12-21,Betis,Girona,1,1,D,0,1,A,21,12,4,4,7,6,6,9,2,2,0,0,13,4,2,1,1,0,1,7,13,0,0,0,0
SP1,2023-12-21,Cadiz,Sociedad,0,0,D,0,0,D,10,8,2,1,7,5,16,15,3,1,0,0,12,4,0,0,0,0,0,4,11,0,0,0,0
SP1,2023-12-21,Alaves,Real Madrid,0,1,A,0,0,D,8,9,2,4,3,3,18,13,3,1,0,1,6,4,1,0,0,1,1,4,13,0,0,0,0
SP1,2023-12-21,Mallorca,Osasuna,3,2,H,1,1,D,15,12,8,7,6,0,11,12,3,1,0,0,6,4,5,1,2,1,3,6,6,0,0,0,0
SP1,2023-12-23,Ath Madrid,Sevilla,1,0,H,0,0,D,12,8,4,2,6,5,12,19,7,3,1,0,11,10,1,0,1,0,1,7,4,0,0,0,0
SP1,2024-01-02,Getafe,Vallecano,0,2,A,0,1,A,5,12,0,8,2,3,16,16,6,3,2,0,5,9,2,0,0,1,1,10,2,0,0,0,0
SP1,2024-01-02,Sociedad,Alaves,1,1,D,0,0,D,16,7,6,2,6,4,9,17,4,4,1,0,10,8,2,1,1,1,2,9,4,0,0,0,0
SP1,2024-01-02,Valencia,Villarreal,3,1,H,2,0,H,11,8,8,4,4,3,12,15,2,5,0,0,7,7,4,1,1,1,2,5,7,0,0,0,0
SP1,2024-01-03,Granada,Cadiz,2,0,H,1,0,H,15,15,8,2,5,6,17,16,3,4,0,1,11,7,2,0,1,0,1,1,5,0,0,0,0
SP1,2024-01-03,Celta,Betis,2,1,H,1,1,D,19,14,6,3,8,7,10,12,0,2,0,0,15,2,3,1,1,0,1,6,7,0,0,0,0
SP1,2024-01-03,Real Madrid,Mallorca,1,0,H,0,0,D,17,7,5,0,5,4,5,15,2,3,0,0,9,5,1,0,1,0,1,13,9,0,0,0,0
SP1,2024-01-03,Girona,Ath Madrid,4,3,H,3,2,H,17,18,9,12,7,8,8,10,0,1,0,0,15,1,7,1,1,1,2,11,7,0,0,0,0
SP1,2024-01-04,Osasuna,Almeria,1,0,H,1,0,H,14,4,2,0,5,4,14,5,1,2,0,0,9,3,1,0,0,0,0,5,2,0,0,0,0
SP1,2024-01-04,Sevilla,Ath Bilbao,0,2,A,0,1,A,11,15,2,6,5,4,9,19,3,1,0,0,9,4,2,0,0,1,1,4,11,0,0,0,0
SP1,2024-01-04,Las Palmas,Barcelona,1,2,A,1,0,H,12,15,3,5,5,10,14,5,5,2,1,0,15,7,3,1,0,2,2,7,8,0,0,0,0
SP1,2024-01-12,Sevilla,Alaves,2,3,A,0,2,A,19,16,4,8,5,4,12,13,4,3,0,0,9,7,5,1,2,1,3,3,2,0,0,0,0
SP1,2024-01-13,Las Palmas,Villarreal,3,0,H,1,0,H,8,17,3,3,4,6,13,11,4,3,0,0,10,7,3,0,2,0,2,7,4,0,0,0,0
SP1,2024-01-13,Mallorca,Celta,1,1,D,1,1,D,17,6,6,2,10,1,18,18,4,1,0,0,11,5,2,1,0,0,0,8,8,0,0,0,0
SP1,2024-01-13,Ath Bilbao,Sociedad,2,1,H,2,0,H,10,9,3,1,5,5,16,21,1,4,0,0,10,5,3,1,0,1,1,13,7,0,0,0,0
SP1,2024-01-13,Betis,Granada,1,0,H,0,0,D,25,6,6,2,13,1,11,17,3,4,0,0,14,7,1,0,1,0,1,4,4,0,0,0,0
SP1,2024-01-14,Almeria,Girona,0,0,D,0,0,D,20,5,3,1,4,3,13,8,4,4,0,1,7,8,0,0,0,0,0,2,13,0,0,0,0
SP1,2024-01-14,Cadiz,Valencia,1,4,A,1,1,D,10,9,2,5,3,1,15,15,4,2,0,0,4,6,5,1,0,3,3,4,7,0,0,0,0
SP1,2024-01-19,Alaves,Cadiz,1,0,H,0,0,D,13,9,3,1,4,4,15,18,0,4,0,0,8,4,1,0,1,0,1,4,3,0,0,0,0
SP1,2024-01-20,Vallecano,Las Palmas,0,2,A,0,1,A,16,10,3,5,12,0,19,8,3,1,1,0,12,4,2,0,0,1,1,4,7,0,0,0,0
SP1,2024-01-20,Villarreal,Mallorca,1,1,D,1,0,H,18,8,5,2,4,6,13,11,2,2,1,0,10,4,2,1,0,1,1,3,8,0,0,0,0
SP1,2024-01-20,Valencia,Ath Bilbao,1,0,H,0,0,D,6,6,1,3,4,2,11,14,0,3,0,0,6,3,1,0,1,0,1,10,13,0,0,0,0
SP1,2024-01-20,Celta,Sociedad,0,1,A,0,1,A,6,6,2,2,6,3,12,18,1,2,0,0,9,3,1,0,0,0,0,8,6,0,0,0,0
SP1,2024-01-21,Osasuna,Getafe,3,2,H,2,0,H,13,10,7,7,1,4,14,16,4,4,0,0,5,8,5,1,1,2,3,8,7,0,0,0,0
SP1,2024-01-21,Real Madrid,Almeria,3,2,H,0,2,A,18,10,6,2,6,3,9,17,3,5,0,0,9,8,5,1,3,0,3,13,2,0,0,0,0
SP1,2024-01-21,Betis,Barcelona,2,4,A,0,1,A,14,11,5,4,3,4,12,9,1,2,0,0,7,3,6,1,2,3,5,6,10,0,0,0,0
SP1,2024-01-21,Girona,Sevilla,5,1,H,3,1,H,12,9,8,3,4,5,9,11,0,2,0,0,9,2,6,1,2,0,2,11,3,0,0,0,0
SP1,2024-01-22,Granada,Ath Madrid,0,1,A,0,0,D,17,10,2,5,6,2,11,16,2,2,1,0,8,4,1,0,0,1,1,4,7,0,0,0,0
SP1,2024-01-26,Almeria,Alaves,0,3,A,0,1,A,19,11,7,3,11,3,17,12,1,2,0,0,14,3,3,0,0,2,2,2,7,0,0,0,0
SP1,2024-01-27,Sociedad,Vallecano,0,0,D,0,0,D,6,5,3,0,2,2,16,14,2,4,0,0,4,6,0,0,0,0,0,6,4,0,0,0,0
SP1,2024-01-27,Las Palmas,Real Madrid,1,2,A,0,0,D,7,13,2,5,1,6,17,14,3,3,0,0,7,6,3,1,1,2,3,7,13,0,0,0,0
SP1,2024-01-27,Barcelona,Villarreal,3,5,A,0,1,A,22,9,10,6,10,0,8,13,3,4,0,0,10,7,8,1,3,4,7,10,4,0,0,0,0
SP1,2024-01-27,Mallorca,Betis,0,1,A,0,1,A,14,8,1,2,5,4,14,6,2,1,0,0,9,3,1,0,0,0,0,6,5,0,0,0,0
SP1,2024-01-28,Celta,Girona,0,1,A,0,1,A,10,15,5,6,5,7,13,11,1,1,0,0,12,2,1,0,0,0,0,7,11,0,0,0,0
SP1,2024-01-28,Cadiz,Ath Bilbao,0,0,D,0,0,D,9,8,2,0,6,8,13,14,4,2,0,0,14,6,0,0,0,0,0,2,12,0,0,0,0
SP1,2024-01-28,Sevilla,Osasuna,1,1,D,1,0,H,10,11,5,4,2,4,19,13,3,0,1,0,6,3,2,1,0,1,1,3,10,0,0,0,0
SP1,2024-01-28,Ath Madrid,Valencia,2,0,H,1,0,H,12,10,8,3,3,6,9,9,2,0,0,0,9,2,2,0,1,0,1,7,13,0,0,0,0
SP1,2024-01-29,Getafe,Granada,2,0,H,2,0,H,7,16,4,3,4,3,17,11,2,1,0,0,7,3,2,0,0,0,0,7,3,0,0,0,0
SP1,2024-01-31,Barcelona,Osasuna,1,0,H,0,0,D,16,9,4,1,6,6,9,12,1,2,0,1,12,3,1,0,1,0,1,10,10,0,0,0,0
SP1,2024-01-31,Ath Madrid,Vallecano,2,1,H,1,1,D,8,10,3,2,5,6,11,13,0,3,0,0,11,3,3,1,1,0,1,10,4,0,0,0,0
SP1,2024-02-01,Getafe,Real Madrid,0,2,A,0,1,A,10,16,2,9,2,6,16,5,1,2,0,0,8,3,2,0,0,1,1,7,15,0,0,0,0
SP1,2024-02-02,Ath Bilbao,Mallorca,4,0,H,2,0,H,13,6,6,2,6,2,17,15,0,1,0,0,8,1,4,0,2,0,2,10,5,0,0,0,0
SP1,2024-02-03,Valencia,Almeria,2,1,H,2,0,H,7,15,2,5,0,6,17,16,4,5,0,0,6,9,3,1,0,1,1,12,1,0,0,0,0
SP1,2024-02-03,Granada,Las Palmas,1,1,D,1,0,H,3,16,1,6,2,9,6,16,4,3,1,1,11,7,2,1,0,1,1,3,6,0,0,0,0
SP1,2024-02-03,Alaves,Barcelona,1,3,A,0,1,A,13,8,2,5,14,5,15,10,2,2,0,1,19,4,4,1,1,2,3,10,12,0,0,0,0
SP1,2024-02-03,Girona,Sociedad,0,0,D,0,0,D,11,11,3,2,3,4,8,19,2,3,0,0,7,5,0,0,0,0,0,11,6,0,0,0,0
SP1,2024-02-04,Villarreal,Cadiz,0,0,D,0,0,D,19,8,4,2,13,2,14,14,3,1,0,0,15,4,0,0,0,0,0,7,2,0,0,0,0
SP1,2024-02-04,Osasuna,Celta,0,3,A,0,2,A,18,6,1,5,9,1,10,10,2,0,0,0,10,2,3,0,0,1,1,7,4,0,0,0,0
SP1,2024-02-04,Betis,Getafe,1,1,D,1,1,D,9,11,3,2,3,5,9,19,7,4,0,0,8,11,2,1,0,0,0,7,4,0,0,0,0
SP1,2024-02-04,Real Madrid,Ath Madrid,1,1,D,1,0,H,17,10,4,5,2,8,6,15,0,5,0,0,10,5,2,1,0,1,1,15,12,0,0,0,0
SP1,2024-02-05,Vallecano,Sevilla,1,2,A,1,2,A,22,10,5,6,6,0,8,10,2,2,0,0,6,4,3,1,0,0,0,4,1,0,0,0,0
SP1,2024-02-09,Cadiz,Betis,0,2,A,0,1,A,14,13,5,5,5,3,12,10,1,1,0,0,8,2,2,0,0,1,1,2,7,0,0,0,0
SP1,2024-02-10,Alaves,Villarreal,1,1,D,1,1,D,17,12,4,4,10,9,7,11,0,2,0,0,19,2,2,1,0,0,0,10,5,0,0,0,0
SP1,2024-02-10,Sociedad,Osasuna,0,1,A,0,0,D,21,9,3,2,7,4,11,11,0,0,0,0,11,0,1,0,0,1,1,6,7,0,0,0,0
SP1,2024-02-10,Real Madrid,Girona,4,0,H,2,0,H,16,5,6,0,0,2,9,12,1,2,0,0,2,3,4,0,2,0,2,13,11,0,0,0,0
SP1,2024-02-10,Las Palmas,Valencia,2,0,H,0,0,D,8,7,3,1,5,0,9,9,2,0,0,0,5,2,2,0,2,0,2,7,12,0,0,0,0
SP1,2024-02-11,Getafe,Celta,3,2,H,2,0,H,11,9,4,4,0,4,16,13,1,2,0,0,4,3,5,1,1,2,3,4,7,0,0,0,0
SP1,2024-02-11,Mallorca,Vallecano,2,1,H,0,0,D,8,11,5,4,5,1,17,11,4,0,0,0,6,4,3,1,2,1,3,2,4,0,0,0,0
SP1,2024-02-11,Sevilla,Ath Madrid,1,0,H,1,0,H,10,16,6,5,2,7,8,5,2,1,0,0,9,3,1,0,0,0,0,4,10,0,0,0,0
SP1,2024-02-11,Barcelona,Granada,3,3,D,1,1,D,11,11,6,5,6,2,13,9,1,2,0,0,8,3,6,1,2,2,4,12,4,0,0,0,0
SP1,2024-02-12,Almeria,Ath Bilbao,0,0,D,0,0,D,10,12,4,4,4,10,17,15,4,1,1,0,14,5,0,0,0,0,0,1,10,0,0,0,0
SP1,2024-02-16,Villarreal,Getafe,1,1,D,0,1,A,20,11,7,2,8,3,13,13,0,1,0,0,11,1,2,1,1,0,1,6,7,0,0,0,0
SP1,2024-02-17,Ath Madrid,Las Palmas,5,0,H,2,0,H,13,11,7,2,3,5,19,9,2,2,0,0,8,4,5,0,3,0,3,10,10,0,0,0,0
SP1,2024-02-17,Osasuna,Cadiz,2,0,H,0,0,D,11,5,4,1,5,4,20,12,4,2,0,0,9,6,2,0,2,0,2,7,2,0,0,0,0
SP1,2024-02-17,Celta,Barcelona,1,2,A,0,1,A,13,14,4,4,2,5,11,13,2,4,0,0,7,6,3,1,1,1,2,4,10,0,0,0,0
SP1,2024-02-17,Valencia,Sevilla,0,0,D,0,0,D,14,1,4,1,7,2,5,8,0,1,0,0,9,1,0,0,0,0,0,9,7,0,0,0,0
SP1,2024-02-18,Vallecano,Real Madrid,1,1,D,1,1,D,8,11,3,4,4,10,17,7,4,3,0,1,14,7,2,1,0,0,0,1,13,0,0,0,0
SP1,2024-02-18,Granada,Almeria,1,1,D,0,1,A,19,13,7,3,10,4,13,22,2,3,0,0,14,5,2,1,1,0,1,2,2,0,0,0,0
SP1,2024-02-18,Mallorca,Sociedad,1,2,A,1,1,D,4,19,1,5,3,9,12,18,7,5,1,0,12,12,3,1,0,1,1,5,5,0,0,0,0
SP1,2024-02-18,Betis,Alaves,0,0,D,0,0,D,13,13,2,4,6,8,13,9,5,2,0,0,14,7,0,0,0,0,0,10,10,0,0,0,0
SP1,2024-02-19,Ath Bilbao,Girona,3,2,H,1,0,H,14,12,7,6,3,4,16,13,1,2,0,0,7,3,5,1,2,2,4,8,8,0,0,0,0
SP1,2024-02-23,Sociedad,Villarreal,1,3,A,0,1,A,21,6,8,4,13,2,15,14,3,4,0,0,15,7,4,1,1,2,3,8,7,0,0,0,0
SP1,2024-02-24,Barcelona,Getafe,4,0,H,1,0,H,17,10,9,4,5,8,12,18,1,4,0,0,13,5,4,0,3,0,3,10,8,0,0,0,0
SP1,2024-02-24,Alaves,Mallorca,1,1,D,0,0,D,9,15,1,8,3,3,7,15,0,2,0,0,6,2,2,1,1,1,2,8,4,0,0,0,0
SP1,2024-02-24,Almeria,Ath Madrid,2,2,D,1,1,D,9,18,4,9,2,7,13,12,1,1,0,0,9,2,4,1,1,1,2,2,10,0,0,0,0
SP1,2024-02-25,Cadiz,Celta,2,2,D,0,1,A,19,7,6,3,9,1,13,20,2,3,0,0,10,5,4,1,2,1,3,2,3,0,0,0,0
SP1,2024-02-25,Betis,Ath Bilbao,3,1,H,2,1,H,13,3,5,1,5,3,14,12,1,6,0,1,8,7,4,1,1,0,1,8,8,0,0,0,0
SP1,2024-02-25,Las Palmas,Osasuna,1,1,D,0,0,D,9,6,3,2,6,7,6,15,2,1,0,0,13,3,2,1,1,1,2,7,7,0,0,0,0
SP1,2024-02-25,Real Madrid,Sevilla,1,0,H,0,0,D,16,4,6,1,7,2,10,13,1,3,0,0,9,4,1,0,1,0,1,11,8,0,0,0,0
SP1,2024-02-26,Girona,Vallecano,3,0,H,0,0,D,14,7,8,1,2,2,13,16,3,5,0,1,4,8,3,0,3,0,3,7,2,0,0,0,0
SP1,2024-03-01,Celta,Almeria,1,0,H,0,0,D,15,3,6,0,7,0,8,14,1,2,0,1,7,3,1,0,1,0,1,4,3,0,0,0,0
SP1,2024-03-02,Sevilla,Sociedad,3,2,H,2,1,H,12,13,5,4,2,5,12,15,1,2,0,0,7,3,5,1,1,1,2,8,5,0,0,0,0
SP1,2024-03-02,Vallecano,Cadiz,1,1,D,0,0,D,9,16,5,5,4,9,14,17,1,1,0,0,13,2,2,1,1,1,2,1,3,0,0,0,0
SP1,2024-03-02,Getafe,Las Palmas,3,3,D,3,1,H,16,14,5,5,4,4,28,9,4,1,0,0,8,5,6,1,0,2,2,5,5,0,0,0,0
SP1,2024-03-02,Valencia,Real Madrid,2,2,D,2,1,H,12,10,5,5,2,2,18,11,2,3,0,1,4,5,4,1,0,1,1,7,11,0,0,0,0
SP1,2024-03-03,Villarreal,Granada,5,1,H,3,0,H,16,9,10,3,6,4,12,15,1,2,0,0,10,3,6,1,2,1,3,9,3,0,0,0,0
