Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,TotalCorners,TotalYellowCards,TotalGoals,BothTeamsScored,2ndHalfHomeGoals,2ndHalfAwayGoals,2ndHalfTotalGoals,HomeForm,AwayForm,HomeH2HResults,AwayH2HResults,HomeH2HGD,AwayH2HGD
SP1,2023-01-08,Vallecano,Betis,1,2,A,1,2,A,15,14,3,3,5,7,10,16,3,2,0,0,12,5,3,1,0,0,0,11,5,0,0,0,0
SP1,2023-01-08,Sevilla,Getafe,2,1,H,1,0,H,11,11,5,2,4,4,13,16,3,3,0,0,8,6,3,1,1,1,2,2,8,0,0,0,0
SP1,2023-01-08,Ath Madrid,Barcelona,0,1,A,0,1,A,20,10,5,2,7,4,8,16,2,3,1,1,11,5,1,0,0,0,0,7,13,0,0,0,0
SP1,2023-01-09,Ath Bilbao,Osasuna,0,0,D,0,0,D,17,3,3,1,14,1,8,13,0,1,0,0,15,1,0,0,0,0,0,7,7,0,0,0,0
SP1,2023-01-13,Celta,Villarreal,1,1,D,0,1,A,21,3,8,1,14,3,11,8,0,2,0,0,17,2,2,1,1,0,1,5,9,0,0,0,0
SP1,2023-01-14,Valladolid,Vallecano,0,1,A,0,0,D,9,13,2,6,4,8,17,18,2,2,0,0,12,4,1,0,0,1,1,3,8,0,0,0,0
SP1,2023-01-14,Girona,Sevilla,2,1,H,0,1,A,19,10,7,2,5,2,11,7,3,1,0,0,7,4,3,1,2,0,2,9,5,0,0,0,0
SP1,2023-01-14,Osasuna,Mallorca,1,0,H,0,0,D,15,6,4,2,3,1,15,19,2,3,0,0,4,5,1,0,1,0,1,7,10,0,0,0,0
SP1,2023-01-14,Sociedad,Ath Bilbao,3,1,H,2,1,H,11,6,5,2,4,2,20,15,5,1,0,1,6,6,4,1,1,0,1,10,8,0,0,0,0
SP1,2023-01-15,Getafe,Espanol,1,2,A,1,1,D,10,10,2,4,5,1,20,13,2,3,0,0,6,5,3,1,0,1,1,7,4,0,0,0,0
SP1,2023-01-15,Almeria,Ath Madrid,1,1,D,1,1,D,14,12,3,6,3,4,14,12,4,4,0,1,7,8,2,1,0,0,0,7,4,0,0,0,0
SP1,2023-01-16,Cadiz,Elche,1,1,D,1,0,H,16,12,3,5,3,6,11,21,3,2,0,0,9,5,2,1,0,1,1,8,0,0,0,0,0
SP1,2023-01-20,Mallorca,Celta,1,0,H,0,0,D,8,10,3,3,4,6,15,11,2,3,0,0,10,5,1,0,1,0,1,9,6,0,0,0,0
SP1,2023-01-21,Vallecano,Sociedad,0,2,A,0,2,A,14,12,2,7,3,4,11,11,0,0,0,0,7,0,2,0,0,0,0,8,13,0,0,0,0
SP1,2023-01-21,Espanol,Betis,1,0,H,1,0,H,8,13,2,4,7,4,18,8,3,2,0,0,11,5,1,0,0,0,0,6,8,0,0,0,0
SP1,2023-01-21,Ath Madrid,Valladolid,3,0,H,3,0,H,18,7,8,1,4,1,12,7,1,1,0,0,5,2,3,0,0,0,0,5,3,0,0,0,0
SP1,2023-01-21,Sevilla,Cadiz,1,0,H,0,0,D,17,4,9,1,8,1,15,14,1,4,0,1,9,5,1,0,1,0,1,5,6,0,0,0,0
SP1,2023-01-22,Villarreal,Girona,1,0,H,0,0,D,19,8,9,1,3,2,21,15,5,5,0,1,5,10,1,0,1,0,1,10,11,0,0,0,0
SP1,2023-01-22,Elche,Osasuna,1,1,D,0,1,A,13,8,4,4,7,2,19,9,2,1,0,0,9,3,2,1,1,0,1,1,7,0,0,0,0
SP1,2023-01-22,Barcelona,Getafe,1,0,H,1,0,H,8,7,4,3,4,2,11,6,1,2,0,0,6,3,1,0,0,0,0,13,4,0,0,0,0
SP1,2023-01-22,Ath Bilbao,Real Madrid,0,2,A,0,1,A,18,10,3,4,12,2,17,10,3,2,0,0,14,5,2,0,0,1,1,5,7,0,0,0,0
SP1,2023-01-23,Valencia,Almeria,2,2,D,0,0,D,16,14,6,3,6,2,8,8,2,1,0,0,8,3,4,1,2,2,4,4,5,0,0,0,0
SP1,2023-01-27,Almeria,Espanol,3,1,H,1,0,H,19,6,7,3,2,2,16,6,3,3,0,0,4,6,4,1,2,1,3,6,8,0,0,0,0
SP1,2023-01-28,Cadiz,Mallorca,2,0,H,2,0,H,11,9,4,2,6,2,13,12,2,2,0,0,8,4,2,0,0,0,0,5,9,0,0,0,0
SP1,2023-01-28,Girona,Barcelona,0,1,A,0,0,D,8,8,2,3,4,2,10,15,2,3,1,0,6,5,1,0,0,1,1,8,13,0,0,0,0
SP1,2023-01-28,Sevilla,Elche,3,0,H,3,0,H,22,6,8,1,5,2,7,8,1,3,0,1,7,4,3,0,0,0,0,7,2,0,0,0,0
SP1,2023-01-28,Getafe,Betis,0,1,A,0,0,D,6,13,1,2,6,1,25,12,4,2,0,0,7,6,1,0,0,1,1,3,5,0,0,0,0
SP1,2023-01-29,Valladolid,Valencia,1,0,H,0,0,D,13,15,6,2,4,7,14,15,3,1,0,0,11,4,1,0,1,0,1,0,5,0,0,0,0
SP1,2023-01-29,Osasuna,Ath Madrid,0,1,A,0,0,D,14,13,4,5,5,4,13,7,1,0,0,0,9,1,1,0,0,1,1,5,7,0,0,0,0
SP1,2023-01-29,Celta,Ath Bilbao,1,0,H,0,0,D,9,5,3,0,2,5,17,19,3,2,0,0,7,5,1,0,1,0,1,6,5,0,0,0,0
SP1,2023-01-29,Real Madrid,Sociedad,0,0,D,0,0,D,20,8,7,3,10,3,8,19,1,4,0,0,13,5,0,0,0,0,0,9,15,0,0,0,0
SP1,2023-01-30,Villarreal,Vallecano,0,1,A,0,0,D,12,11,3,3,5,4,11,18,2,3,0,0,9,5,1,0,0,1,1,13,5,0,0,0,0
SP1,2023-02-01,Betis,Barcelona,1,2,A,0,0,D,5,13,1,3,1,6,17,9,3,0,1,0,7,3,3,1,1,2,3,7,13,0,0,0,0
SP1,2023-02-02,Real Madrid,Valencia,2,0,H,0,0,D,19,4,7,0,6,6,12,17,3,1,0,1,12,4,2,0,2,0,2,10,4,0,0,0,0
SP1,2023-02-03,Ath Bilbao,Cadiz,4,1,H,3,1,H,17,15,9,3,0,3,14,12,2,1,1,0,3,3,5,1,1,0,1,2,8,0,0,0,0
SP1,2023-02-04,Espanol,Osasuna,1,1,D,0,1,A,9,9,4,3,4,3,9,17,3,5,1,1,7,8,2,1,1,0,1,8,5,0,0,0,0
SP1,2023-02-04,Elche,Villarreal,3,1,H,2,1,H,18,14,7,2,6,10,19,8,4,2,0,0,16,6,4,1,1,0,1,2,10,0,0,0,0
SP1,2023-02-04,Ath Madrid,Getafe,1,1,D,0,0,D,12,9,4,1,8,0,11,18,3,5,0,0,8,8,2,1,1,1,2,10,3,0,0,0,0
SP1,2023-02-04,Betis,Celta,3,4,A,2,2,D,15,9,7,7,5,5,11,13,2,3,1,0,10,5,7,1,1,2,3,7,8,0,0,0,0
SP1,2023-02-05,Mallorca,Real Madrid,1,0,H,1,0,H,4,20,1,1,1,12,29,14,5,5,0,0,13,10,1,0,0,0,0,6,10,0,0,0,0
SP1,2023-02-05,Girona,Valencia,1,0,H,0,0,D,20,8,8,4,8,4,11,10,1,4,0,0,12,5,1,0,1,0,1,5,1,0,0,0,0
SP1,2023-02-05,Sociedad,Valladolid,0,1,A,0,0,D,15,7,4,2,0,4,17,14,4,5,0,0,4,9,1,0,0,1,1,13,3,0,0,0,0
SP1,2023-02-05,Barcelona,Sevilla,3,0,H,0,0,D,16,3,7,1,8,3,8,10,0,2,0,0,11,2,3,0,3,0,3,13,10,0,0,0,0
SP1,2023-02-06,Vallecano,Almeria,2,0,H,0,0,D,15,14,11,5,3,7,16,9,3,3,0,0,10,6,2,0,2,0,2,7,6,0,0,0,0
SP1,2023-02-10,Cadiz,Girona,2,0,H,2,0,H,12,7,3,1,5,6,17,11,4,4,0,0,11,8,2,0,0,0,0,7,7,0,0,0,0
SP1,2023-02-11,Almeria,Betis,2,3,A,1,2,A,16,12,9,7,8,2,12,10,2,3,0,0,10,5,5,1,1,1,2,5,6,0,0,0,0
SP1,2023-02-11,Sevilla,Mallorca,2,0,H,2,0,H,15,6,6,0,8,2,9,14,5,2,0,0,10,7,2,0,0,0,0,9,9,0,0,0,0
SP1,2023-02-11,Valencia,Ath Bilbao,1,2,A,1,1,D,18,11,8,3,7,1,11,17,2,2,0,0,8,4,3,1,0,1,1,1,4,0,0,0,0
SP1,2023-02-12,Getafe,Vallecano,1,1,D,0,1,A,13,19,4,4,5,6,21,19,4,4,1,0,11,8,2,1,1,0,1,1,9,0,0,0,0
SP1,2023-02-12,Celta,Ath Madrid,0,1,A,0,0,D,14,10,3,2,7,5,10,13,2,2,0,1,12,4,1,0,0,1,1,10,8,0,0,0,0
SP1,2023-02-12,Valladolid,Osasuna,0,0,D,0,0,D,18,15,5,4,10,4,13,16,1,3,0,0,14,4,0,0,0,0,0,6,6,0,0,0,0
SP1,2023-02-12,Villarreal,Barcelona,0,1,A,0,1,A,11,7,2,4,6,2,22,18,4,4,0,0,8,8,1,0,0,0,0,7,15,0,0,0,0
SP1,2023-02-13,Espanol,Sociedad,2,3,A,0,1,A,10,11,6,5,4,3,9,17,4,1,1,0,7,5,5,1,2,2,4,8,10,0,0,0,0
SP1,2023-02-15,Real Madrid,Elche,4,0,H,3,0,H,26,7,13,0,6,4,5,13,1,3,0,0,10,4,4,0,1,0,1,7,5,0,0,0,0
SP1,2023-02-17,Girona,Almeria,6,2,H,4,0,H,14,16,8,4,1,7,10,8,1,1,0,0,8,2,8,1,2,2,4,6,5,0,0,0,0
SP1,2023-02-18,Sociedad,Celta,1,1,D,1,0,H,9,18,3,4,3,7,14,12,3,5,0,1,10,8,2,1,0,1,1,10,7,0,0,0,0
SP1,2023-02-18,Betis,Valladolid,2,1,H,2,1,H,16,17,10,3,4,6,18,15,3,5,0,0,10,8,3,1,0,0,0,6,7,0,0,0,0
SP1,2023-02-18,Mallorca,Villarreal,4,2,H,2,1,H,13,8,5,4,4,4,19,8,5,0,0,1,8,5,6,1,2,1,3,6,4,0,0,0,0
SP1,2023-02-18,Osasuna,Real Madrid,0,2,A,0,0,D,11,11,4,6,5,5,17,7,3,2,0,0,10,5,2,0,0,2,2,6,10,0,0,0,0
SP1,2023-02-19,Elche,Espanol,0,1,A,0,0,D,19,11,5,4,10,5,11,12,2,3,1,0,15,5,1,0,0,1,1,5,7,0,0,0,0
SP1,2023-02-19,Vallecano,Sevilla,1,1,D,0,1,A,18,7,5,2,7,3,15,6,4,1,0,0,10,5,2,1,1,0,1,10,9,0,0,0,0
SP1,2023-02-19,Ath Madrid,Ath Bilbao,1,0,H,0,0,D,17,8,5,2,6,5,7,13,2,3,0,0,11,5,1,0,1,0,1,11,6,0,0,0,0
SP1,2023-02-19,Barcelona,Cadiz,2,0,H,2,0,H,16,14,5,4,5,6,15,18,2,3,0,0,11,5,2,0,0,0,0,15,7,0,0,0,0
SP1,2023-02-20,Getafe,Valencia,1,0,H,0,0,D,15,8,6,3,4,5,11,8,6,1,0,0,9,7,1,0,1,0,1,2,1,0,0,0,0
SP1,2023-02-24,Elche,Betis,2,3,A,2,0,H,4,21,2,9,3,3,16,9,4,1,2,0,6,5,5,1,0,3,3,4,9,0,0,0,0
SP1,2023-02-25,Espanol,Mallorca,2,1,H,1,1,D,9,15,3,4,0,4,15,18,2,2,0,0,4,4,3,1,1,0,1,7,9,0,0,0,0
SP1,2023-02-25,Cadiz,Vallecano,1,0,H,0,0,D,5,11,3,2,4,6,19,19,3,4,0,1,10,7,1,0,1,0,1,6,8,0,0,0,0
SP1,2023-02-25,Real Madrid,Ath Madrid,1,1,D,0,0,D,18,7,7,2,7,4,10,8,3,3,0,1,11,6,2,1,1,1,2,10,13,0,0,0,0
SP1,2023-02-25,Valencia,Sociedad,1,0,H,1,0,H,8,11,3,3,7,8,13,12,6,3,0,0,15,9,1,0,0,0,0,0,8,0,0,0,0
SP1,2023-02-26,Ath Bilbao,Girona,2,3,A,1,3,A,17,8,3,4,11,3,17,8,5,5,0,0,14,10,5,1,1,0,1,6,6,0,0,0,0
SP1,2023-02-26,Celta,Valladolid,3,0,H,2,0,H,18,6,4,3,5,4,6,5,1,3,0,1,9,4,3,0,1,0,1,7,7,0,0,0,0
SP1,2023-02-26,Almeria,Barcelona,1,0,H,1,0,H,7,14,4,1,4,7,13,11,3,3,0,0,11,6,1,0,0,0,0,4,15,0,0,0,0
SP1,2023-02-26,Sevilla,Osasuna,2,3,A,0,1,A,22,11,8,4,10,2,10,15,4,2,1,0,12,6,5,1,2,2,4,10,3,0,0,0,0
SP1,2023-02-27,Villarreal,Getafe,2,1,H,1,1,D,11,8,5,3,6,6,9,13,0,1,0,0,12,1,3,1,1,0,1,3,5,0,0,0,0
SP1,2023-03-03,Sociedad,Cadiz,0,0,D,0,0,D,15,6,3,2,4,0,18,18,0,1,0,0,4,1,0,0,0,0,0,5,9,0,0,0,0
SP1,2023-03-04,Getafe,Girona,3,2,H,3,0,H,10,9,6,7,3,3,24,11,5,4,0,0,6,9,5,1,0,2,2,5,9,0,0,0,0
SP1,2023-03-04,Almeria,Villarreal,0,2,A,0,0,D,6,16,0,6,2,10,11,10,2,4,0,0,12,6,2,0,0,2,2,6,3,0,0,0,0
SP1,2023-03-04,Mallorca,Elche,0,1,A,0,0,D,14,15,3,6,6,7,17,14,3,3,0,0,13,6,1,0,0,1,1,6,3,0,0,0,0
SP1,2023-03-04,Ath Madrid,Sevilla,6,1,H,2,1,H,18,8,8,1,7,3,12,11,1,4,0,1,10,5,7,1,4,0,4,11,7,0,0,0,0
SP1,2023-03-05,Valladolid,Espanol,2,1,H,1,0,H,15,12,5,2,9,6,4,11,3,2,0,0,15,5,3,1,1,1,2,7,7,0,0,0,0
SP1,2023-03-05,Barcelona,Valencia,1,0,H,1,0,H,13,13,4,1,5,2,11,13,0,0,1,0,7,0,1,0,0,0,0,12,3,0,0,0,0
SP1,2023-03-05,Vallecano,Ath Bilbao,0,0,D,0,0,D,18,16,2,3,7,9,9,17,1,0,0,1,16,1,0,0,0,0,0,8,6,0,0,0,0
SP1,2023-03-05,Betis,Real Madrid,0,0,D,0,0,D,8,15,4,5,5,3,12,13,3,4,0,0,8,7,0,0,0,0,0,9,10,0,0,0,0
SP1,2023-03-06,Osasuna,Celta,0,0,D,0,0,D,10,6,5,0,6,4,12,12,0,2,0,0,10,2,0,0,0,0,0,5,10,0,0,0,0
SP1,2023-03-10,Cadiz,Getafe,2,2,D,1,0,H,11,16,4,10,2,6,13,16,4,5,1,1,8,9,4,1,1,2,3,7,8,0,0,0,0
SP1,2023-03-11,Real Madrid,Espanol,3,1,H,2,1,H,22,10,7,3,7,4,12,17,3,2,0,0,11,5,4,1,1,0,1,8,7,0,0,0,0
SP1,2023-03-11,Elche,Valladolid,1,1,D,0,1,A,24,5,10,1,10,3,19,11,4,6,0,2,13,10,2,1,1,0,1,6,7,0,0,0,0
SP1,2023-03-11,Celta,Vallecano,3,0,H,0,0,D,15,12,6,3,3,7,13,12,2,3,0,0,10,5,3,0,3,0,3,8,6,0,0,0,0
SP1,2023-03-11,Valencia,Osasuna,1,0,H,0,0,D,8,7,4,0,12,3,8,19,2,5,0,0,15,7,1,0,1,0,1,3,6,0,0,0,0
SP1,2023-03-12,Mallorca,Sociedad,1,1,D,0,1,A,8,8,2,2,3,2,19,20,2,2,0,1,5,4,2,1,1,0,1,6,5,0,0,0,0
SP1,2023-03-12,Sevilla,Almeria,2,1,H,1,1,D,27,13,5,5,6,4,8,11,4,4,0,0,10,8,3,1,1,0,1,4,3,0,0,0,0
SP1,2023-03-12,Villarreal,Betis,1,1,D,0,1,A,15,6,4,3,2,4,8,11,3,2,0,0,6,5,2,1,1,0,1,6,10,0,0,0,0
SP1,2023-03-12,Ath Bilbao,Barcelona,0,1,A,0,1,A,15,10,5,2,5,3,13,7,2,1,0,0,8,3,1,0,0,0,0,7,12,0,0,0,0
SP1,2023-03-13,Girona,Ath Madrid,0,1,A,0,0,D,6,14,4,4,1,3,6,12,2,3,0,0,4,5,1,0,0,1,1,9,11,0,0,0,0
SP1,2023-03-17,Valladolid,Ath Bilbao,1,3,A,0,1,A,15,15,3,6,2,9,9,14,2,2,0,0,11,4,4,1,1,2,3,5,4,0,0,0,0
SP1,2023-03-18,Almeria,Cadiz,1,1,D,0,0,D,17,10,5,4,5,2,12,12,1,4,0,0,7,5,2,1,1,1,2,3,8,0,0,0,0
SP1,2023-03-18,Vallecano,Girona,2,2,D,2,1,H,15,12,3,4,3,5,15,16,2,2,0,0,8,4,4,1,0,1,1,3,6,0,0,0,0
SP1,2023-03-18,Espanol,Celta,1,3,A,0,2,A,11,8,3,4,4,1,11,12,2,2,0,0,5,4,4,1,1,1,2,6,8,0,0,0,0
SP1,2023-03-18,Ath Madrid,Valencia,3,0,H,1,0,H,14,9,6,1,4,2,12,9,2,0,0,0,6,2,3,0,2,0,2,13,6,0,0,0,0
SP1,2023-03-19,Betis,Mallorca,1,0,H,0,0,D,10,5,3,1,4,4,8,15,1,2,0,0,8,3,1,0,1,0,1,11,4,0,0,0,0
SP1,2023-03-19,Osasuna,Villarreal,0,3,A,0,1,A,10,12,2,6,7,1,15,7,3,2,0,0,8,5,3,0,0,2,2,5,7,0,0,0,0
SP1,2023-03-19,Sociedad,Elche,2,0,H,0,0,D,17,4,4,3,5,3,16,16,2,1,0,0,8,3,2,0,2,0,2,6,4,0,0,0,0
SP1,2023-03-19,Getafe,Sevilla,2,0,H,0,0,D,15,11,4,4,4,1,22,10,4,2,0,0,5,6,2,0,2,0,2,8,7,0,0,0,0
SP1,2023-03-19,Barcelona,Real Madrid,2,1,H,1,1,D,17,11,7,3,8,1,12,13,4,3,0,0,9,7,3,1,1,0,1,12,11,0,0,0,0
SP1,2023-03-31,Mallorca,Osasuna,0,0,D,0,0,D,10,11,1,2,2,3,19,17,7,3,1,0,5,10,0,0,0,0,0,4,4,0,0,0,0
SP1,2023-04-01,Girona,Espanol,2,1,H,0,0,D,14,5,4,1,5,2,12,16,4,2,0,1,7,6,3,1,2,1,3,7,6,0,0,0,0
SP1,2023-04-01,Ath Bilbao,Getafe,0,0,D,0,0,D,17,9,3,1,13,3,8,9,0,0,0,0,16,0,0,0,0,0,0,4,10,0,0,0,0
SP1,2023-04-01,Cadiz,Sevilla,0,2,A,0,0,D,14,11,3,5,8,4,9,14,3,4,0,0,12,7,2,0,0,2,2,6,4,0,0,0,0
SP1,2023-04-01,Elche,Barcelona,0,4,A,0,1,A,15,12,2,6,11,3,11,11,0,3,0,0,14,3,4,0,0,3,3,4,12,0,0,0,0
SP1,2023-04-02,Celta,Almeria,2,2,D,2,2,D,21,8,5,3,4,1,13,12,3,5,0,0,5,8,4,1,0,0,0,11,4,0,0,0,0
SP1,2023-04-02,Real Madrid,Valladolid,6,0,H,4,0,H,30,12,17,2,9,1,17,11,0,1,0,0,10,1,6,0,2,0,2,8,4,0,0,0,0
SP1,2023-04-02,Villarreal,Sociedad,2,0,H,0,0,D,16,16,4,3,4,4,12,19,5,3,1,0,8,8,2,0,2,0,2,10,6,0,0,0,0
SP1,2023-04-02,Ath Madrid,Betis,1,0,H,0,0,D,13,6,7,2,5,1,20,11,1,2,0,0,6,3,1,0,1,0,1,13,11,0,0,0,0
SP1,2023-04-03,Valencia,Vallecano,1,1,D,0,1,A,18,7,4,2,13,3,15,16,2,3,0,0,16,5,2,1,1,0,1,6,3,0,0,0,0
SP1,2023-04-07,Sevilla,Celta,2,2,D,1,0,H,7,9,2,4,8,3,11,9,6,2,2,0,11,8,4,1,1,2,3,6,11,0,0,0,0
SP1,2023-04-08,Osasuna,Elche,2,1,H,0,1,A,22,7,6,1,9,2,15,7,1,3,0,0,11,4,3,1,2,0,2,5,4,0,0,0,0
SP1,2023-04-08,Espanol,Ath Bilbao,1,2,A,0,1,A,9,12,2,7,8,7,14,18,6,4,1,0,15,10,3,1,1,1,2,3,5,0,0,0,0
SP1,2023-04-08,Sociedad,Getafe,2,0,H,1,0,H,11,6,6,4,3,2,11,9,2,1,0,0,5,3,2,0,1,0,1,5,8,0,0,0,0
SP1,2023-04-08,Real Madrid,Villarreal,2,3,A,1,1,D,18,17,4,8,6,7,8,19,0,3,0,0,13,3,5,1,1,2,3,8,13,0,0,0,0
SP1,2023-04-09,Valladolid,Mallorca,3,3,D,1,0,H,10,14,6,6,1,2,13,20,3,5,0,0,3,8,6,1,2,3,5,4,2,0,0,0,0
SP1,2023-04-09,Betis,Cadiz,0,2,A,0,0,D,9,15,3,4,5,6,18,16,3,3,2,0,11,6,2,0,0,2,2,8,6,0,0,0,0
SP1,2023-04-09,Almeria,Valencia,2,1,H,0,0,D,10,11,4,4,3,7,11,11,3,2,0,0,10,5,3,1,2,1,3,5,7,0,0,0,0
SP1,2023-04-09,Vallecano,Ath Madrid,1,2,A,0,2,A,15,14,3,4,8,2,8,7,0,0,1,0,10,0,3,1,1,0,1,3,13,0,0,0,0
SP1,2023-04-10,Barcelona,Girona,0,0,D,0,0,D,18,5,3,0,12,2,14,14,0,2,0,0,14,2,0,0,0,0,0,12,7,0,0,0,0
SP1,2023-04-14,Vallecano,Osasuna,2,1,H,2,0,H,12,8,3,4,2,3,18,16,2,3,0,0,5,5,3,1,0,1,1,3,5,0,0,0,0
SP1,2023-04-15,Villarreal,Valladolid,1,2,A,0,2,A,22,14,7,7,8,5,9,18,1,6,0,0,13,7,3,1,1,0,1,13,5,0,0,0,0
SP1,2023-04-15,Ath Bilbao,Sociedad,2,0,H,1,0,H,13,13,5,4,5,2,16,14,5,2,0,0,7,7,2,0,1,0,1,8,8,0,0,0,0
SP1,2023-04-15,Betis,Espanol,3,1,H,2,0,H,15,13,8,4,4,13,9,13,2,2,0,0,17,4,4,1,1,1,2,5,0,0,0,0,0
SP1,2023-04-15,Cadiz,Real Madrid,0,2,A,0,0,D,12,35,3,11,2,9,12,7,1,0,0,0,11,1,2,0,0,2,2,6,7,0,0,0,0
SP1,2023-04-16,Girona,Elche,2,0,H,1,0,H,14,13,4,5,3,4,9,14,3,3,0,1,7,6,2,0,1,0,1,5,4,0,0,0,0
SP1,2023-04-16,Getafe,Barcelona,0,0,D,0,0,D,5,15,1,3,1,5,13,12,2,1,0,0,6,3,0,0,0,0,0,8,13,0,0,0,0
SP1,2023-04-16,Ath Madrid,Almeria,2,1,H,2,1,H,19,2,7,0,9,2,7,8,3,3,0,0,11,6,3,1,0,0,0,15,5,0,0,0,0
SP1,2023-04-16,Valencia,Sevilla,0,2,A,0,0,D,13,6,3,3,6,2,10,17,1,4,1,0,8,5,2,0,0,2,2,4,7,0,0,0,0
SP1,2023-04-17,Celta,Mallorca,0,1,A,0,1,A,12,8,3,2,7,5,10,19,2,1,1,0,12,3,1,0,0,0,0,9,3,0,0,0,0
SP1,2023-04-21,Espanol,Cadiz,0,0,D,0,0,D,14,11,5,2,6,3,8,22,4,2,0,0,9,6,0,0,0,0,0,0,5,0,0,0,0
SP1,2023-04-22,Osasuna,Betis,3,2,H,3,1,H,10,21,5,6,5,13,20,13,2,0,0,0,18,2,5,1,0,1,1,4,7,0,0,0,0
SP1,2023-04-22,Almeria,Ath Bilbao,1,2,A,0,1,A,12,14,4,3,3,4,8,20,2,4,0,0,7,6,3,1,1,1,2,5,10,0,0,0,0
SP1,2023-04-22,Sociedad,Vallecano,2,1,H,0,0,D,7,7,1,2,3,3,18,19,1,2,0,0,6,3,3,1,2,1,3,7,5,0,0,0,0
SP1,2023-04-22,Valladolid,Girona,1,0,H,1,0,H,15,12,6,6,5,7,14,9,1,1,0,0,12,2,1,0,0,0,0,5,8,0,0,0,0
SP1,2023-04-22,Real Madrid,Celta,2,0,H,1,0,H,17,12,5,2,8,3,10,10,1,2,0,0,11,3,2,0,1,0,1,9,8,0,0,0,0
SP1,2023-04-23,Elche,Valencia,0,2,A,0,2,A,7,5,1,3,11,6,12,6,3,1,0,0,17,4,2,0,0,0,0,1,4,0,0,0,0
SP1,2023-04-23,Barcelona,Ath Madrid,1,0,H,1,0,H,13,13,4,3,3,3,15,16,4,7,0,0,6,11,1,0,0,0,0,11,15,0,0,0,0
SP1,2023-04-23,Mallorca,Getafe,3,1,H,0,1,A,8,3,4,1,2,2,15,18,2,3,0,0,4,5,4,1,3,0,3,6,6,0,0,0,0
SP1,2023-04-23,Sevilla,Villarreal,2,1,H,1,0,H,17,17,4,5,5,3,12,10,1,2,0,0,8,3,3,1,1,1,2,10,10,0,0,0,0
SP1,2023-04-25,Cadiz,Osasuna,0,1,A,0,0,D,20,6,4,4,11,2,8,15,0,1,0,1,13,1,1,0,0,1,1,5,7,0,0,0,0
SP1,2023-04-25,Girona,Real Madrid,4,2,H,2,1,H,13,18,5,3,3,8,7,6,1,2,0,0,11,3,6,1,2,1,3,8,9,0,0,0,0
SP1,2023-04-25,Betis,Sociedad,0,0,D,0,0,D,10,10,1,3,2,4,13,23,1,3,0,0,6,4,0,0,0,0,0,6,9,0,0,0,0
SP1,2023-04-26,Ath Madrid,Mallorca,3,1,H,1,1,D,24,6,9,2,5,8,10,9,0,0,0,0,13,0,4,1,2,0,2,12,8,0,0,0,0
SP1,2023-04-26,Getafe,Almeria,1,2,A,0,1,A,21,23,9,11,4,6,15,9,2,2,1,0,10,4,3,1,1,1,2,5,5,0,0,0,0
SP1,2023-04-26,Celta,Elche,1,0,H,0,0,D,17,16,9,1,10,6,9,12,0,0,0,0,16,0,1,0,1,0,1,5,0,0,0,0,0
SP1,2023-04-26,Vallecano,Barcelona,2,1,H,1,0,H,9,10,6,5,3,9,10,14,1,4,0,0,12,5,3,1,1,1,2,5,11,0,0,0,0
SP1,2023-04-27,Valencia,Valladolid,2,1,H,0,1,A,18,8,5,2,6,2,16,17,0,4,0,0,8,4,3,1,2,0,2,4,7,0,0,0,0
SP1,2023-04-27,Villarreal,Espanol,4,2,H,0,1,A,31,13,13,4,9,2,14,10,2,4,0,1,11,6,6,1,4,1,5,9,1,0,0,0,0
SP1,2023-04-27,Ath Bilbao,Sevilla,0,1,A,0,0,D,7,4,2,1,8,2,7,11,3,3,0,0,10,6,1,0,0,1,1,13,10,0,0,0,0
SP1,2023-04-28,Osasuna,Sociedad,0,2,A,0,1,A,13,12,1,8,4,2,12,15,3,1,0,0,6,4,2,0,0,1,1,10,7,0,0,0,0
SP1,2023-04-29,Elche,Vallecano,4,0,H,1,0,H,18,14,9,3,3,8,13,16,1,2,0,1,11,3,4,0,3,0,3,0,7,0,0,0,0
SP1,2023-04-29,Real Madrid,Almeria,4,2,H,3,1,H,15,9,12,3,7,0,12,16,2,2,0,0,7,4,6,1,1,1,2,9,7,0,0,0,0
SP1,2023-04-29,Barcelona,Betis,4,0,H,3,0,H,15,4,8,1,10,0,10,9,0,2,0,1,10,2,4,0,1,0,1,8,4,0,0,0,0
SP1,2023-04-30,Cadiz,Valencia,2,1,H,1,0,H,8,16,4,4,5,6,14,10,6,2,0,0,11,8,3,1,1,1,2,4,7,0,0,0,0
SP1,2023-04-30,Villarreal,Celta,3,1,H,2,1,H,9,14,3,5,4,9,12,11,1,4,0,0,13,5,4,1,1,0,1,9,5,0,0,0,0
SP1,2023-04-30,Espanol,Getafe,1,0,H,1,0,H,17,7,8,2,6,3,12,23,3,5,0,0,9,8,1,0,0,0,0,1,2,0,0,0,0
SP1,2023-04-30,Valladolid,Ath Madrid,2,5,A,1,3,A,19,9,6,6,9,1,14,8,2,1,0,0,10,3,7,1,1,2,3,7,12,0,0,0,0
SP1,2023-05-01,Mallorca,Ath Bilbao,1,1,D,0,0,D,9,16,2,6,5,7,17,9,4,2,0,0,12,6,2,1,1,1,2,8,10,0,0,0,0
